id,name,lname_prob,fname_prob,total_prob,link,total_receipts,total_disbursements
P60016961,"GIBBS, NEVEN LEE SGT. FR.",1,0.8666666666666667,0.8666666666666667,0.9333333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016961&tabIndex=1,,
H0OH18077,"GIBBS, ROBERT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH18077&tabIndex=1,$448,050.42,$92,582.46
H6CA44152,"GIBSON, CHARLOTTE DIANE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA44152&tabIndex=1,,
H4TX22163,"GIBSON, MARK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX22163&tabIndex=1,,
H0MI56017,"GIDNER, BRUCE ALLEN",0.9619047619047619,1,1,0.980952380952381,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI56017&tabIndex=1,,
H0TX04136,"GIGLIOTTI, LOUIS P",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX04136&tabIndex=1,$120,319.95,$25,606.05
S6AR00140,"GILBERT, FRANK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AR00140&tabIndex=1,,
H6MI08247,"GILBERT, MELISSA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MI08247&tabIndex=1,$403,302.59,$149,050.46
P60010030,"GILBERTSON, MATTHEW ROBERT MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010030&tabIndex=1,,
S6CA00733,"GILDERSLEEVE, TIM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00733&tabIndex=1,,
H6AZ09010,"GILES, DAVID VICTOR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ09010&tabIndex=1,$146,315.34,$110,517.71
H6MS03178,"GILES, JIMMY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS03178&tabIndex=1,,
H6IL13113,"GILL, DAVID DR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL13113&tabIndex=1,,
P80003379,"GILMORE, JAMES S III",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003379&tabIndex=1,$214,440.44,$180,782.92
P60009875,"GIORDANI, ROCKY MR.",0.95,1,1,0.975,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009875&tabIndex=1,,
H6KS04165,"GIROUX, DANIEL BERNARD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6KS04165&tabIndex=1,$78,218.00,$18,937.53
H6CA52130,"GITSHAM, DENISE",0.9047619047619048,1,1,0.9523809523809523,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA52130&tabIndex=1,$251,938.17,$20,711.24
P60006061,"GIVIDEN, KENN",1,0.96,0.96,0.98,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60006061&tabIndex=1,,
H6MS04192,"GLADNEY, MARK DEY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS04192&tabIndex=1,,
P60007747,"GLADSTONE, STEVE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007747&tabIndex=1,,
P60018371,"GLASGOW, NATHANIEL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018371&tabIndex=1,,
P60009982,"GLEESACK, DANE",0.9333333333333333,1,1,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009982&tabIndex=1,,
S6CO00226,"GLENN, DARRYL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CO00226&tabIndex=1,$39,419.00,$23,808.00
H6NC06099,"GLIDEWELL, POWELL WATKINS ""PETE"" III",1,0.888888888888889,0.888888888888889,0.9444444444444444,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC06099&tabIndex=1,$14,013.99,$6,357.64
P20003901,"GLORE, TODD RICHARD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003901&tabIndex=1,,
P60012309,"GLOVER, DONALD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012309&tabIndex=1,,
P60018595,"GOAT, ANUS THE",0.94,0.94,0.94,0.94,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018595&tabIndex=1,,
S6FL00400,"GODWIN, MARY ELISABETH",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00400&tabIndex=1,,
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",0.9238095238095239,1,1,0.9619047619047619,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX04039&tabIndex=1,$288,689.50,$283,838.79
P60012044,"GOINS, BRYSON DAVID",1,0.9611111111111111,0.9611111111111111,0.9805555555555556,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012044&tabIndex=1,,
P60011186,"GOKU, FREDERICK LINDSEY LOHAN EMPEROR",0.9333333333333333,1,1,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011186&tabIndex=1,,
H6PA07121,"GOLDERER, BILL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA07121&tabIndex=1,$256,782.77,$22,364.26
P60017076,"GOLDMAN, EMMA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017076&tabIndex=1,,
P60009396,"GONG, KEVIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009396&tabIndex=1,,
H6TX18133,"GONZALES, REGINO JAMES",1,0.9333333333333333,0.9333333333333333,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX18133&tabIndex=1,$8,025.00,$545.00
H6PR00082,"GONZALEZ COLON, JENNIFFER",0.9142857142857143,1,1,0.9571428571428571,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PR00082&tabIndex=1,$110,250.00,$37,955.17
H6FL14104,"GONZALEZ, EVELIO",1,0.9333333333333333,0.9333333333333333,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL14104&tabIndex=1,$375.08,$580.31
P60012101,"GONZALEZ, JOHNNY R. MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012101&tabIndex=1,,
H6TX34031,"GONZALEZ, REY DR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX34031&tabIndex=1,,
H6TX34023,"GONZALEZ, REY JR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX34023&tabIndex=1,,
H6MO06211,"GONZALEZ, TRAVIS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MO06211&tabIndex=1,,
H6TX15162,"GONZALEZ, VICENTE MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX15162&tabIndex=1,$752,700.00,$228,904.97
H2VA06115,"GOODLATTE, ROBERT W.",0.9777777777777777,1,1,0.9888888888888889,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2VA06115&tabIndex=1,$796,106.08,$587,458.70
P60010675,"GOODMAN, WILLIAM WOLF III",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010675&tabIndex=1,,
P60013539,"GOODMEME, JOHNNY",0.925,1,1,0.9625,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013539&tabIndex=1,,
H6NC04151,"GOOGE, SUE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC04151&tabIndex=1,,
P60011087,"GORDH, ALEXANDER SOY SAUCE AND TATERS ",0.96,1,1,0.98,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011087&tabIndex=1,,
H0PA06118,"GORDON, BRIAN ANTHONY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA06118&tabIndex=1,$35,475.67,$31,865.82
H6NY22106,"GORDON, DAVID JOSEPH",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY22106&tabIndex=1,,
H0AZ01259,"GOSAR, PAUL ANTHONY",0.96,1,1,0.98,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AZ01259&tabIndex=1,$225,819.32,$81,718.45
P60013117,"GOTTFRIED, MATTHEW RYAN MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013117&tabIndex=1,,
H6NJ05171,"GOTTHEIMER, JOSH",0.9333333333333332,1,1,0.9666666666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NJ05171&tabIndex=1,$1,406,423.04,$154,926.48
S6KY00179,"GOULD, JAMES R",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6KY00179&tabIndex=1,,
P60013760,"GOULD, MARCUS LEWIS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013760&tabIndex=1,,
P60007606,"GOVE, JEREMY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007606&tabIndex=1,,
H6AZ01215,"GOWAN , DAVID MATTHEW SR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ01215&tabIndex=1,$158,264.76,$18,208.57
H0SC04257,"GOWDY, TREY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0SC04257&tabIndex=1,$279,119.00,$350,952.40
H6FL11209,"GRABELLE, JUSTIN M",0.9666666666666667,1,1,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11209&tabIndex=1,$111,664.00,$12,237.13
H6NH01289,"GRADERT, JAMIESON HALE",1,0.975,0.975,0.9875,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NH01289&tabIndex=1,$190.00,$179.82
H4FL02062,"GRAHAM, GWEN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL02062&tabIndex=1,$2,031,962.52,$359,469.48
P60007697,"GRAHAM, LINDSEY O",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007697&tabIndex=1,$5,628,709.84,$5,094,592.30
P80003544,"GRAHAM, MARK BLAIR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003544&tabIndex=1,,
H6TX12060,"GRANGER, KAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX12060&tabIndex=1,$641,209.46,$589,027.38
S6IN00183,"GRANT, KEVIN JAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IN00183&tabIndex=1,,
H4IN04180,"GRANT, KEVIN JAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN04180&tabIndex=1,,
S0IA00028,"GRASSLEY, CHARLES E SENATOR",0.9850000000000001,1,1,0.9925,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IA00028&tabIndex=1,$2,661,853.00,$572,319.00
P60016987,"GRAUMAN, BARRY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016987&tabIndex=1,,
H4LA06153,"GRAVES, GARRET",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4LA06153&tabIndex=1,$751,495.39,$563,524.19
H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA09030&tabIndex=1,$603,648.76,$207,371.63
H0MO06073,"GRAVES, SAMUEL B JR 'SAM'",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO06073&tabIndex=1,$710,395.30,$421,568.69
H6CA28155,"GRAY, CASEY LOGSDON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA28155&tabIndex=1,,
S6KY00120,"GRAY, JIM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6KY00120&tabIndex=1,,
S6FL00376,"GRAYSON, ALAN MARK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00376&tabIndex=1,$1,154,199.83,$940,790.77
S4GA11236,"GRAYSON, DERRICK EARL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4GA11236&tabIndex=1,,
H6WY01033,"GRAYSON, RICHARD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WY01033&tabIndex=1,,
H4TX09095,"GREEN, ALEXANDER",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX09095&tabIndex=1,$431,013.49,$351,344.06
P60016425,"GREEN, DON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016425&tabIndex=1,,
P60007994,"GREEN, JIM",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007994&tabIndex=1,,
H2TX29030,"GREEN, RAYMOND E. 'GENE'",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX29030&tabIndex=1,$611,210.51,$545,725.42
S6CA00782,"GREENE, RUSSELL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00782&tabIndex=1,,
H6NY02124,"GREGORY, DUWAYNE",1,0.9571428571428572,0.9571428571428572,0.9785714285714286,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY02124&tabIndex=1,$132,548.74,$83,665.90
H0NC10177,"GREGORY, JEFF",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NC10177&tabIndex=1,,
P60017860,"GREUTER, CLIFTON G",0.9523809523809524,1,1,0.9761904761904763,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017860&tabIndex=1,,
S6CA00774,"GREY, CLIVE",1,0.8666666666666667,0.8666666666666667,0.9333333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00774&tabIndex=1,,
P60015492,"GREZEBYK, KANDY KAY",0.9125,1,1,0.95625,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015492&tabIndex=1,,
P60018397,"GRIBBINS, CHRISTOPHER A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018397&tabIndex=1,,
P60008323,"GRIBBLE, QUANCIDINE HINSON",1,0.8666666666666667,0.8666666666666667,0.9333333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008323&tabIndex=1,,
S6NC00274,"GRIFFIN, KEVIN DAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NC00274&tabIndex=1,,
H6NC03146,"GRIFFIN, WILLIAM TAYLOR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC03146&tabIndex=1,$224,175.76,$71,712.49
H0VA09055,"GRIFFITH, H MORGAN",1,0.8500000000000001,0.8500000000000001,0.925,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA09055&tabIndex=1,$406,319.25,$419,387.03
P60009453,"GRIG, DAVID AARON",0.96,1,1,0.98,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009453&tabIndex=1,,
H2AZ07070,"GRIJALVA, RAUL M",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ07070&tabIndex=1,$280,119.05,$197,381.20
P60008158,"GRIMALDI, NEIL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008158&tabIndex=1,,
H6IL05168,"GRIMSLEY, WARREN GRIZZ",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL05168&tabIndex=1,$3,051.00,$1,755.00
P60018678,"GRISKIE, CHRISTIN NOEL",0.9428571428571428,1,1,0.9714285714285714,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018678&tabIndex=1,,
P60019486,"GROTH, EDWARD TIPTON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019486&tabIndex=1,,
H4WI06048,"GROTHMAN, GLENN S.",0.9708333333333333,1,1,0.9854166666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4WI06048&tabIndex=1,$420,609.82,$186,979.39
P60013372,"GROVES, JAMES RYAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013372&tabIndex=1,,
P60011418,"GROVOM, STANLEY ARTHUR",0.9222222222222222,1,1,0.961111111111111,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011418&tabIndex=1,,
P60018512,"GRUMP, MISTER",0.96,0.9333333333333333,0.9333333333333333,0.9466666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018512&tabIndex=1,,
H0OK05155,"GUILD, THOMAS EUGENE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OK05155&tabIndex=1,$9,988.98,$3,397.70
H6LA04112,"GUILLORY, ELBERT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6LA04112&tabIndex=1,,
H0NH01217,"GUINTA, FRANK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NH01217&tabIndex=1,$629,748.16,$281,351.06
S6NV00259,"GUMINA, TONY DR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NV00259&tabIndex=1,,
P60012846,"GUMP, FORREST",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012846&tabIndex=1,,
H6NY03171,"GURFEIN, DAVID MR.",0.9396825396825397,1,1,0.9698412698412698,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY03171&tabIndex=1,$254,323.00,$30,231.49
H4OH08054,"GURR, ERIK ROBERT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OH08054&tabIndex=1,,
H8KY02031,"GUTHRIE, S. BRETT HON.",1,0.7,0.7,0.85,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KY02031&tabIndex=1,$801,722.81,$636,618.42
S6FL00384,"GUTHRIE, SEAN PATRICK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00384&tabIndex=1,$101.00,$79.00
P60010006,"GUTIERREZ, KRISTOPHER JAMES DR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010006&tabIndex=1,,
H2IL08039,"GUTIERREZ, LUIS V",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL08039&tabIndex=1,$210,982.65,$213,490.26
H6CA25169,"GUTZEIT, MARIA",0.9083333333333333,1,1,0.9541666666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA25169&tabIndex=1,$72,276.99,$61,266.47
P60013042,"GUY, BLUE HAIR",1,0.9166666666666666,0.9166666666666666,0.9583333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013042&tabIndex=1,,
P60014164,"GUY, CAPE",1,0.8266666666666667,0.8266666666666667,0.9133333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014164&tabIndex=1,,
P60008190,"GYURKO, ZOLTAN",1,0.9222222222222222,0.9222222222222222,0.961111111111111,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008190&tabIndex=1,,
P60013943,"HAAG, JOSHUA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013943&tabIndex=1,,
P60016300,"HABJAN, JOHN",0.9222222222222223,1,1,0.9611111111111111,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016300&tabIndex=1,,
H6OH08174,"HAEMMERLE, ERIC JONATHAN",0.9259259259259259,1,1,0.962962962962963,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH08174&tabIndex=1,,
P60009305,"HAEN, DAVID M",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009305&tabIndex=1,,
S6OH00213,"HAGAN, ROBERT F",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00213&tabIndex=1,,$4,120.00
H0MN01045,"HAGEDORN, JAMES",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN01045&tabIndex=1,$98,911.79,$89,233.90
P60018215,"HAGERTY, TIMOTHY SHAWN MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018215&tabIndex=1,,
H6PA16304,"HAGGERTY, EDWARD F",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA16304&tabIndex=1,,
P60005949,"HAHN, MARTIN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005949&tabIndex=1,,
P60017639,"HAJILE, NOTLIMAH NAMKCALB",0.9555555555555556,0.8666666666666667,0.8666666666666667,0.9111111111111112,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017639&tabIndex=1,,
P60015278,"HAKEEM, JAWAD HASHEM",1,0.84,0.84,0.9199999999999999,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015278&tabIndex=1,,
S6KY00104,"HALE, JOHN DAVID",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6KY00104&tabIndex=1,,
P60016508,"HALE, JOHN DAVID",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016508&tabIndex=1,,
P60017688,"HALL, DAVID EAMES",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017688&tabIndex=1,,
H2CA35100,"HALL, ISADORE III",1,0.9428571428571428,0.9428571428571428,0.9714285714285714,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA35100&tabIndex=1,$722,556.38,$241,980.98
P60011822,"HALL, MILES L",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011822&tabIndex=1,,
H6TX04117,"HALL, RAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX04117&tabIndex=1,,
P60015104,"HALLOWAY, MARK ROBERT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015104&tabIndex=1,,
H4PA09056,"HALVORSON, ARTHUR L",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4PA09056&tabIndex=1,$40,550.00,$5,428.04
S6NV00168,"HAMILTON, EDWARD INLIBERTY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NV00168&tabIndex=1,,
P60010303,"HAMLIN, QUINN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010303&tabIndex=1,,
P60018934,"HAMMEL, BRIANNA MAYANN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018934&tabIndex=1,,
P60009610,"HAMMON, ANITA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009610&tabIndex=1,,
P60017936,"HAMMOND, EMANUEL D'CLAIBORNE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017936&tabIndex=1,,
P60011368,"HAMSTER, LUCILLE",0.9523809523809524,1,1,0.9761904761904763,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011368&tabIndex=1,,
H2CO00035,"HANEY, PERRY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CO00035&tabIndex=1,$1,001,000.00,$1,000,724.50
P60008265,"HANGER, EMMETT W JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008265&tabIndex=1,,
P00004135,"HANKINS, GERALD LAMAR MR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00004135&tabIndex=1,,
H8NY24066,"HANNA, RICHARD L.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY24066&tabIndex=1,$325,624.53,$162,572.73
P60012366,"HANNURABI, HEAVEN",0.9416666666666667,0.8888888888888888,0.8888888888888888,0.9152777777777777,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012366&tabIndex=1,,
